2.000000000000000000e+00 1.948000000000000043e+01 -1.133000000000000007e+00 -9.618999999999999773e+00
2.000000000000000000e+00 1.948000000000000043e+01 -8.814999999999999503e-01 -9.974999999999999645e+00
2.000000000000000000e+00 1.948000000000000043e+01 -6.988999999999999657e-01 -1.027999999999999936e+01
2.000000000000000000e+00 1.948000000000000043e+01 -5.578999999999999515e-01 -1.053999999999999915e+01
2.000000000000000000e+00 1.948000000000000043e+01 -4.442999999999999727e-01 -1.075999999999999979e+01
2.000000000000000000e+00 1.948000000000000043e+01 -3.501000000000000223e-01 -1.093999999999999950e+01
2.000000000000000000e+00 1.948000000000000043e+01 -2.700000000000000178e-01 -1.108999999999999986e+01
2.000000000000000000e+00 1.948000000000000043e+01 -2.006000000000000005e-01 -8.489000000000000767e+00
2.000000000000000000e+00 1.948000000000000043e+01 -1.396999999999999909e-01 -7.509999999999999787e+00
2.000000000000000000e+00 1.948000000000000043e+01 -8.544000000000000206e-02 -7.102000000000000313e+00
2.000000000000000000e+00 1.948000000000000043e+01 -3.663999999999999896e-02 -6.849000000000000199e+00
2.000000000000000000e+00 1.948000000000000043e+01 7.653000000000000080e-03 -6.669999999999999929e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.816000000000000142e-02 -6.535999999999999588e+00
2.000000000000000000e+00 1.948000000000000043e+01 8.544000000000000206e-02 -6.432999999999999829e+00
2.000000000000000000e+00 1.948000000000000043e+01 1.199999999999999956e-01 -6.352999999999999758e+00
2.000000000000000000e+00 1.948000000000000043e+01 1.521000000000000130e-01 -6.290000000000000036e+00
2.000000000000000000e+00 1.948000000000000043e+01 1.821000000000000119e-01 -6.241999999999999993e+00
2.000000000000000000e+00 1.948000000000000043e+01 2.102999999999999869e-01 -6.206000000000000405e+00
2.000000000000000000e+00 1.948000000000000043e+01 2.368000000000000105e-01 -6.177999999999999936e+00
2.000000000000000000e+00 1.948000000000000043e+01 2.619000000000000217e-01 -6.158000000000000362e+00
2.000000000000000000e+00 1.948000000000000043e+01 2.856000000000000205e-01 -6.144000000000000128e+00
2.000000000000000000e+00 1.948000000000000043e+01 3.081999999999999740e-01 -6.134999999999999787e+00
2.000000000000000000e+00 1.948000000000000043e+01 3.296999999999999931e-01 -6.131999999999999673e+00
2.000000000000000000e+00 1.948000000000000043e+01 3.502000000000000113e-01 -6.133000000000000007e+00
2.000000000000000000e+00 1.948000000000000043e+01 3.698000000000000176e-01 -6.137999999999999901e+00
2.000000000000000000e+00 1.948000000000000043e+01 3.886000000000000010e-01 -6.147000000000000242e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.066000000000000170e-01 -6.160999999999999588e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.238999999999999990e-01 -6.177999999999999936e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.405999999999999917e-01 -6.198000000000000398e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.566000000000000059e-01 -6.219999999999999751e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.721000000000000196e-01 -6.246000000000000441e+00
2.000000000000000000e+00 1.948000000000000043e+01 4.870999999999999774e-01 -6.272000000000000242e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.016000000000000458e-01 -6.301000000000000156e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.155999999999999472e-01 -6.330000000000000071e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.292000000000000037e-01 -6.360000000000000320e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.423999999999999932e-01 -6.391000000000000014e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.552000000000000268e-01 -6.421000000000000263e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.675999999999999934e-01 -6.450999999999999623e+00
2.000000000000000000e+00 1.948000000000000043e+01 5.796999999999999931e-01 -6.480999999999999872e+00
